"Data Source","World Development Indicators",

"Last Updated Date","2021-07-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Egypt, Arab Rep.","EGY","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","578.599647748856","592.156553050752","598.783108593038","644.363695405","699.76692088917","715.140780787167","731.880580579413","718.927123497418","689.620085782278","708.336891939775","730.423016010047","742.881371892816","748.812749158637","758.395572954421","753.641068818427","803.098971766024","889.588229272613","947.873901202295","1006.06136735347","1027.13569579354","1102.78862502873","1154.73728427572","1237.39110818244","1267.33977260558","1354.88746722816","1395.81635184469","1423.21993722968","1438.27911333668","1476.84617586629","1510.22412364719","1557.55018730529","1539.69391820859","1574.50122045062","1587.33156836668","1617.57383317859","1659.04536700498","1707.09565870516","1765.03834296515","1826.62985646475","1899.46336613417","1981.83070000193","2013.25255963793","2022.95226432468","2049.11301006828","2094.25813230137","2148.75514139294","2255.49225498044","2373.41641393754","2498.42792956284","2566.88702590314","2645.96875877924","2636.33934726912","2635.99771845868","2633.20432566682","2649.44728107069","2704.91970710295","2762.58900917223","2818.54745824828","2908.5837230768","3010.15283006875","3058.31071773864",
"Euro area","EMU","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","10727.7518264285","11329.4587892462","11945.47031674","12553.5783782147","13129.4140180043","13665.7683725524","14269.5088696549","14925.1703134136","15661.4134038441","16651.9403407072","17520.2680333271","18085.7565224571","18847.4803970312","19884.6665771407","20408.1343814299","20149.93487499","21068.5044885893","21631.4316715735","22218.1498171505","22977.7158237119","23372.0442893772","23402.6458743272","23506.0450527992","23783.1738801691","24305.7539911978","24820.1600058547","25379.4644859306","25953.4792775697","26982.7085284618","27969.9551747443","28839.9376974474","29471.3349462177","29749.6869455049","29430.9015691615","30066.0689336111","30715.0362257961","31156.0021749491","31924.690655138","32827.2231154794","33716.4351825281","34907.860471906","35541.2049664776","35706.1102976075","35762.5362472833","36384.5601052212","36808.3142553581","37818.7304165569","38750.0864303864","38723.8097551904","36861.5916583835","37561.0650903885","38271.3964656723","37849.0379626951","37629.9068021565","38023.8190170724","38684.4888204408","39288.7821007183","40221.0517807792","40884.5375181256","41376.1601289565","38543.2371424884",
"Eritrea","ERI","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","392.25057016315","448.796489203287","548.989951890192","568.322248557296","623.136043841406","672.808458312309","681.244213101248","671.904156606313","635.178791328779","666.848579364956","657.450177747953","610.48586077007","592.287219321906","584.571267254171","560.742899285052","553.87646896247","488.883235523203","498.53435003575","501.355316997143","537.491870813951","","","","","","","","","",
"Spain","ESP","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","7375.70290375568","8172.6097545664","8903.76985815893","9673.01043080882","10085.7815250629","10600.7244286097","11253.0330866557","11597.8402663403","12202.3396830976","13158.8912250309","13571.9176366972","14032.810050846","15009.8013759743","16001.0525289332","16716.4705265393","16626.3525940646","16995.0872723594","17298.5612593377","17383.4502113235","17238.0327394033","17477.868175837","17331.0737440292","17442.0635166393","17664.5395713842","17905.2890903983","18254.6802040303","18792.3315651944","19783.394548086","20747.1806303481","21714.5833304078","22512.7609867992","23027.2506833704","23127.6760286182","22770.7331030392","23202.672725106","23737.4843582365","24267.7361815093","25061.0125819586","26053.9053737859","27113.7325084429","28408.8067685172","29321.8888343637","29700.1558750311","30037.6248621551","30445.7488586839","31028.9967719752","31760.6025390822","32301.9690040863","32072.7645931733","30593.609837519","30502.7197080776","30146.9992402473","29235.8286869685","28910.7558426965","29398.6103065297","30549.7918140542","31449.284169363","32308.5920135469","32949.0781809939","33352.3289626088","29600.3523833162",
"Estonia","EST","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7206.26518047924","7674.35849136688","8775.14445886468","9243.49867672621","9179.13579400983","10058.0578455501","10727.6032563423","11530.1419566238","12480.6782023009","13405.2027692566","14761.6295558472","16292.061436922","17606.0874563316","16754.9897679612","14364.2593299912","14784.3846616318","15930.6617719021","16485.0450426469","16766.5288481767","17312.7437812736","17620.589755692","18177.0094237252","19153.3881223809","19918.1634134441","20835.8029110222","20161.6512475064",
"Ethiopia","ETH","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","228.642790480258","224.433419660521","235.607981021295","221.737673766656","190.83340410773","202.720687683493","223.552780033475","217.510441774318","209.628860647129","208.079385917464","186.520243167279","164.336583093837","179.40424258118","178.801706036865","183.547909500809","199.922988861927","200.026554690016","187.516734052349","191.571895086738","197.43229024315","207.752708292782","204.938208838217","194.873078199036","215.154553518083","233.944193545113","252.212291438172","273.492136764776","294.805424229212","312.033812834423","341.554122699663","369.202403733146","389.938920464021","419.183825094613","449.420326752459","482.639090267514","514.05750522308","548.419985629207","570.652603623647","602.634085440004","623.095140151288",
"European Union","EUU","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","14954.1595824796","15418.8957171152","16049.1432284792","16908.0222687368","17325.2804344993","17110.646066097","17851.997206043","18276.5047619788","18749.1266068789","19384.6605471391","19697.6239297315","19715.559506546","19811.4774240154","20044.3957012845","20494.9545122478","20926.3701917725","21408.0809233894","21884.6996373677","22723.1672578496","23534.8046422358","24246.8022033195","24619.9185992577","24833.881149875","24611.2185893332","25200.3544533081","25823.7256403529","26269.6096661048","26929.1341655683","27705.0095161232","28477.7508554607","29555.5506239999","30161.3379540583","30430.2842253472","30604.143498605","31280.9233270796","31773.3002989267","32776.4660437882","33696.3128227813","33805.3579509575","32266.6555980267","32934.0387484821","33592.2107229176","33292.2492707289","33195.5916671063","33633.8332465675","34333.2684971461","34948.0060568785","35871.3672986606","36569.9748606469","37116.9934425777","34768.6508402895",
"Fragile and conflict affected situations","FCS","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","1411.85410377842","1394.15037872552","1465.31692095888","1501.71132406504","1561.88175278151","1590.63425205898","1552.08655026106","1471.51806323561","1500.65247741027","1562.89795100642","1692.22317869584","1746.0943538108","1735.82550782845","1788.00521803461","1849.68082882176","1815.89985032969","1900.66150515958","1948.55726777835","1909.2669588657","1932.56130004262","1913.94847306421","1813.97841683067","1741.99191410057","1618.8811652368","1588.38435979958","1582.10373407519","1606.81953598107","1628.64941819969","1656.07199407712","1551.3554689166","1656.01142257865","1567.53255744648","1582.84365620136","1551.54199897878","1496.26991553037","1495.66138124393","1506.45629314163","1557.73492150896","1595.12731066821","1567.82153014369","1612.13794954636","1633.94932169836","1593.28844955683","1506.55391570927","1675.24356134467","1762.73858860016","1854.15963119597","1944.62337441809","2011.96229253473","2024.92730518918","2067.7122990778","2031.7378651593","2135.24759492742","2170.9464318241","2154.17873835021","2155.52419539276","2160.81463059577","2163.67278792609","2169.93029803466","2174.46210912803","2013.25495281732",
"Finland","FIN","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","12184.9242523916","13019.3436225646","13316.7117539614","13657.282976914","14293.0093994806","15000.85484294","15299.3488993434","15546.7437873045","15833.5821751846","17362.6160289855","18267.4580230855","18674.4249484022","19999.5908110359","21275.160475177","21849.048946449","22144.8905957209","22154.269216824","22145.2954865183","22726.5266108899","24282.9515947963","25512.0853240333","25737.7833489299","26389.4650619974","27050.2159372348","27777.1958731587","28643.2681981819","29337.1312664379","30299.822319956","31788.0707217424","33284.7940177612","33359.6548324458","31224.9873866083","30027.0304249039","29684.275456867","30727.94052629","31901.7098401561","32963.2932580705","34947.0416370856","36756.4566875083","38277.2825536973","40403.202004856","41363.446672988","41967.7371046569","42706.7212066023","44282.8502481075","45358.3430614717","47004.3707278108","49285.1700490303","49440.8551869753","45231.9411006012","46459.9732548543","47423.2726280536","46538.5482393103","45906.9197974313","45550.6323444393","45647.6685921765","46796.3373472768","48177.0779620411","48744.3838017285","49310.4570637039","47863.7980745102",
"Fiji","FJI","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","1773.7818952614","1774.11719471689","1775.19694102221","1824.76713178951","1853.29963609798","1751.08882397125","1705.36707837276","1887.21531729426","1991.82955497777","2000.39008468484","2207.49067960806","2310.47099834237","2432.08194235963","2659.16241316516","2673.92556277422","2635.85379552176","2657.57738513306","2763.96803473874","2764.26154897389","3041.29506299913","2927.86579546442","3038.02724319673","2782.6726876829","2605.35720851092","2763.62853954163","2594.30789691639","2768.63375440958","2574.26171464706","2594.73836012788","2781.2956628533","2926.56450453417","2821.12769896185","2956.74165366726","2977.7549715636","3086.10621942032","3123.19532298005","3235.71613353352","3131.2099301146","3142.53331036831","3392.98052643371","3315.9340490109","3370.15193421168","3472.30574158412","3503.50059557733","3681.12990401943","3690.01478242805","3729.93885277555","3661.4306490845","3659.11374613103","3573.39673639378","3652.53593320954","3735.54966269032","3781.20202575104","3957.75560232957","4175.4381760178","4352.4412029469","4439.55880844525","4650.29643070384","4794.64603720771","4738.61864063381","3808.20365540165",
"France","FRA","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","12743.9199057429","13203.3256056888","13911.2544665184","14572.2730520198","15337.0799296243","15893.0526143211","16557.4791486596","17219.8682886357","17852.7248947457","18978.6890678225","19984.5861409616","20880.9021149347","21648.5469224768","22842.6693364465","23654.1836790156","23279.8060282203","24164.7204798303","24888.1731272261","25772.2963888816","26577.7518078527","26877.7316680115","27033.3431518388","27567.0756797775","27757.2873704769","28020.4574089193","28315.8270192273","28814.172731223","29383.97089361","30604.4035017159","31761.2546534733","32524.0481339652","32683.3488189582","33041.3626662355","32691.6898534444","33338.334558955","33917.9233559186","34275.6082637337","34952.5274484605","36073.6389763954","37116.4169231628","38309.4427389727","38786.0845424989","38942.2818475732","38985.5396115394","39794.6316978576","40152.6896828065","40850.3587403699","41582.7984058046","41456.4866399732","40058.6828558223","40638.3352541414","41329.0296688845","41258.2715887455","41282.9920513995","41480.7696075124","41793.5447118859","42140.0368796576","42980.7299611129","43631.4042937121","44192.8146200556","40520.6517970746",
"Faroe Islands","FRO","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48541.4011938484","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","2321.39570986894","2294.91802473844","2302.2687957035","2330.79239576115","2361.69385226896","2473.53538284164","2506.52231555431","2644.95832359683","2577.99563137388","2720.21720448507","2614.78086100154","2452.63224413752","2528.76933433701","2573.92072923148","2707.48637235543","2772.23951786832","2791.12788537344","2838.32258834149","2758.07030527257","2827.3532715829","2845.46385096284","2818.14143985992","2773.98483766635","2820.04846898094","2885.30549185744","2961.9942831982","2877.27228753759","2734.34642761576","2633.4582013841","2718.6862465292","2710.08162733479","2751.66302040992","2728.62446818169","2732.96408462251","",
"Gabon","GAB","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","4366.44381896853","4962.96947385584","5275.39034421028","5528.79462334121","5700.00820564213","6076.99282209378","6236.79231418918","6365.28897402596","6389.9407428854","6764.38217913779","7205.87020310234","7795.73883110345","8522.08308602714","9220.87348111111","12622.314640473","14747.1862084129","19581.7895891547","16741.6940603488","12424.9012086074","12189.5332487965","12198.7284469283","12504.2173217118","11811.7742718153","12154.0373430546","12724.8619597365","12097.5786260175","11676.4433704611","9410.70159140501","10328.7665749826","10905.0220314225","11159.7893731101","11522.8574259796","10868.4162303424","10998.9835799385","11110.8177084946","11365.6827544248","11481.4592975298","11838.3454748501","11949.282468711","10618.7395584533","10170.264727618","10142.6106109332","9879.38457276023","9859.29998967201","9679.12180466857","9675.41957506293","9143.52211849309","9413.64676236519","8826.63802162667","8554.29946672679","8849.32260799167","9136.64710991706","9258.90843149412","9418.22492020239","9476.594707477","9521.26900456569","9429.0040542584","9212.36880440182","9051.28130144379","9177.5208269726","8839.76017048115",
"United Kingdom","GBR","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","13948.7221312231","14213.6449076029","14248.9684963822","14832.1030777994","15551.4074122852","15782.8198943544","15942.962700746","16299.1942313693","17102.5940399202","17359.3335609721","17874.8134169534","18424.1625962282","19155.3358278708","20365.6168806484","19847.1332876335","19556.1077754357","20130.1947534979","20631.7260419482","21497.9852408528","22283.9442260811","21805.1988068579","21625.8978789701","22065.2183822551","22988.9393405555","23473.4036874971","24391.5234164864","25101.7339154975","26399.2104631595","27850.6075433352","28494.2152333335","28617.6183105061","28214.5432212689","28251.2032441263","28885.2762285989","29919.9374280859","30596.3624850358","31278.958808055","32750.7199991641","33866.2095856679","34865.7310758402","35959.4860416429","36799.3589745689","37442.2798978636","38506.3486614037","39163.2591869137","40044.905463895","40822.4647674612","41461.999246163","41022.2788596549","39038.2418370853","39536.7726806835","39729.4420093844","40018.49081534","40620.3762057909","41476.6392840052","42121.6768246256","42523.6742533226","42970.7912774294","43246.2025371723","43592.4145178536","39102.8965780963",
"Georgia","GEO","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","1872.96727893547","1991.20748881176","2095.00733472239","2168.60797996526","2251.06597070523","2498.12235924596","2533.34696309726","2579.00965300044","2722.12087206834","2936.28512179233","3129.82681814341","3296.81111483395","3500.23734863243","3738.38504815543","3984.47082102235","4131.83635304446","4313.94415015345","4363.19090092339","4511.07051733539","4715.44620850608","4905.27474486283","4464.42568711023","4484.48544375509","4686.98597757062","4338.33763003436","3697.77525375044","2897.09245458014","1583.98220912043","1111.30148359774","1011.17329889534","1077.19044769812","1242.11042537745","1417.51410823633","1498.13903743442","1573.15964829381","1633.53908984437","1738.80289565131","1850.51164541222","2069.08139285388","2202.57179199148","2429.17247233762","2673.14827416342","3025.14181631106","3107.73371370316","3020.99872251","3233.29594347421","3500.52748852583","3751.00347121289","3898.55468450868","4069.42449513792","4185.81387084247","4304.89617565185","4512.76109468254","4733.1577998561","4977.5126950673","4678.66257824508",
"Ghana","GHA","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","1056.72649585546","1058.96464940782","1067.60952897012","1079.8109282705","1070.76106595797","1055.26811332902","984.63839381844","991.036036610016","972.104217267144","1006.51289679159","1077.13956925567","1103.29609016568","1045.96352150184","1046.21965216301","1088.60901670149","930.667226809454","879.043798137934","882.058455271717","939.220068414816","897.376506721449","881.157519743822","828.398265975842","749.348687255727","693.949976339249","731.345229377285","745.858763846749","761.915958862192","775.637324241306","796.086486141577","812.890018941695","816.077792002882","834.656722262828","842.33350858506","858.324664208642","862.294631432313","873.88567555013","890.631217875351","904.870001419896","924.272012614813","941.590935808965","952.803601637508","966.93752567304","986.022544648189","1012.104452798","1042.55453152235","1076.61782927413","1116.62993309958","1135.49112995427","1207.83409670282","1234.54011949451","1299.34521164062","1446.37145979305","1543.76368731207","1618.59791068154","1627.10807176004","1624.3411899028","1641.83470284491","1736.31159427233","1803.96896015623","1880.26207730699","1848.25029559229",
"Gibraltar","GIB","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","513.193969120444","514.420436836853","530.310393489504","534.997545335773","541.893898718355","540.513900697526","543.142278879955","555.555206494443","562.606545550449","573.268196150244","583.26758242172","597.613501550096","603.734573022942","611.655697397279","612.815449436929","621.925512727026","641.17232043429","636.790880661261","639.088187300195","644.95827459932","638.758645172872","667.19916617201","679.034125203238","656.204978655058","672.424930360214","694.603940910881","719.697981785079","731.558129570181","741.038605633633","750.470134001627","809.971420116099","869.035441736998","898.474149574739","922.673510359867","959.978704251001",
"Gambia, The","GMB","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","697.205665970553","678.993618908808","723.712753828622","720.575512270133","743.21646832053","721.441112210242","702.157135703338","744.426546536807","764.356612712401","832.462137564899","865.101166501594","865.463102207604","889.612357547202","849.005024703269","873.239355748294","874.354621947892","841.40052301694","903.542448685993","902.625819087229","859.634728432503","854.821136916792","833.782355396493","828.793564180507","837.215719930356","830.751885529469","824.571245233652","823.555465141688","821.664081519822","797.844644209339","780.376927545701","773.39190988756","786.668785151048","789.474747637695","814.35353008537","832.678377322901","853.534101575144","799.806001234643","827.834232340336","858.602018117522","812.764232627453","784.023717940512","784.037875537576","808.70380743715","837.335860559815","860.636433851486","767.157429120639","783.262992377178","781.682998970463","747.710579022289","754.992433680038","747.004473006008","760.122645598983","791.453515827326","815.219017599539","791.953878049397",
"Guinea-Bissau","GNB","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","492.749551579302","464.631689907089","484.69914586774","481.105785145991","495.411970916867","528.478768721559","551.414826251255","511.004451480737","577.775904373026","587.328259602","489.243604089111","569.295713595727","581.057022100792","547.917381185862","583.035712638922","592.783260016666","574.657888687645","578.220320003615","591.665436194916","614.109077212443","637.217044617598","654.772236294084","647.162655788722","646.14511191902","652.486599631342","667.116645410725","729.767422356774","762.330870295121","537.733215560314","532.743650175717","550.354255377958","550.576462418512","533.267159657264","524.245145262785","526.337344707682","535.962912076508","535.343633236906","539.51052839161","543.175333138573","547.481039220878","558.174668134758","587.710539778309","562.534199011441","565.59852007995","556.149044724462","575.050494821256","595.559796323877","615.038850552038","607.593487331488","619.527847506311","590.193738243452",
"Equatorial Guinea","GNQ","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","660.11992417456","660.071409237881","626.568029442324","607.609629373864","570.538025806338","606.550507234613","565.271164300845","568.842513565391","566.211319640019","543.232679215477","517.678923583905","496.221468387961","647.070861040449","694.597452075883","782.533877019357","886.669750831834","1422.39419758634","3418.96660359864","4064.83055029353","4903.72216712278","5563.3956542955","8722.7888512704","9997.49090192545","10923.4340211531","14437.5692417452","16123.0468936071","16591.2957723387","18261.0596845618","20532.9776838228","19868.2926465347","17288.84259775","17610.1652197097","18254.0978398595","16764.445566262","16146.1168221757","14093.7291446501","12358.2846398987","11225.3111266986","10147.6552199357","9210.12028198609","8465.97640410077",
"Greece","GRC","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","6223.0851015068","6989.13411919737","6972.96389574944","7770.03031218763","8470.39457071441","9338.69992202526","9872.09592281541","10347.1802585365","11020.6354807247","12250.1785158349","13279.2942171802","14258.5527159368","15605.4715048945","16791.8943199863","15653.0536447361","16494.1010099174","17352.6326310809","17632.062479288","18666.2309246975","19040.0142236376","18981.580504947","18519.8610232431","18197.5687001694","17896.8716836493","18165.9817782277","18549.7010324108","18584.1548767377","18103.7314169236","18811.5470556549","19424.7525501273","19220.3589133724","19579.7478636475","19566.766604169","19140.7686090342","19426.0731169269","19741.5185520533","20217.258193385","21019.8999277065","21717.9076409832","22299.5347944914","23079.0292239274","23907.9478007289","24754.9162253505","26126.9231039321","27381.3755971939","27464.7705731275","28930.1812917496","29801.2644225871","29622.638734887","28274.1814210358","26690.6074159782","24017.2011913711","22437.2204706296","21980.8542904952","22282.2443335279","22337.1505173365","22320.3718893167","22651.0123840359","23050.8548272908","23503.5798044714","21577.2079907861",
"Grenada","GRD","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","2944.7358358809","3140.84311991988","3335.55038474888","3301.72602197799","3293.99798674282","3336.97125127827","3354.17704042281","3387.36866201199","3536.73165649792","3782.4700439812","4158.03777486274","4338.07559207114","4556.97196813552","4769.54542739318","4828.91225873865","4753.36634841698","4609.35315770936","4634.9946000257","4689.27861481877","4862.63414916292","5078.16287907923","5649.65992498533","6015.45546900396","6284.45551497225","6133.11056426931","6319.8072858852","6893.50062472832","6826.35543722708","7709.58318406002","7381.81087477346","7815.58530251344","7869.14231721015","7325.80959792034","7258.16656084855","7275.40437887746","7146.79009629541","7266.15299350606","7747.64301727676","8193.93911606638","8449.15451123137","8775.89864433273","9092.16941972435","9226.55433775179","8152.70950996027",
"Greenland","GRL","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","15656.4729016411","17401.3188157864","18055.461814736","19008.827909677","19890.5550639839","19978.734734742","21126.7150112384","23130.1993274423","24621.5604407947","25610.1031611625","27499.3834842896","27248.0986152271","25790.9724005255","26375.3367208026","24724.4610195572","25387.6140366334","27036.990708914","28211.9211584797","29412.2423364339","31087.3204227791","27295.9523444254","27314.107194088","26011.6275626403","24748.533678432","26073.0270997514","26899.8018575843","27262.4139043324","27613.480696594","29702.688972125","30111.9577032899","32193.0025213682","32514.7598494986","32051.665664368","33379.583469","35593.4254981198","37352.8925366913","39539.9157055674","40626.7814272793","43305.7027608534","43684.587199796","43988.3324931946","43781.4625641366","44454.3735497748","44131.2517597431","46378.3830305527","45351.1394675318","47413.6224796636","47647.6498925072","49311.7670601587","","",
"Guatemala","GTM","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","1467.06989006577","1485.85708083826","1493.89137286822","1589.29634475855","1615.50321128161","1638.58782208814","1681.09619061588","1702.84341375234","1803.29091368582","1840.42745425746","1897.29751548586","1955.08265406507","2049.25081136726","2137.93248105654","2222.69114807257","2215.45418450006","2326.4365179864","2452.30671922559","2516.27567146473","2572.67361937295","2603.63690443024","2553.46207839406","2398.37980003534","2274.08995764494","2223.62278740437","2150.03640302025","2094.43230636781","2109.44144540518","2131.71359975908","2155.45422827888","2162.38292729211","2182.0084432148","2228.32106849158","2257.50900815565","2290.80092600275","2345.90589908261","2357.951522674","2403.50506303015","2464.61784395492","2499.50090345408","2527.43355463932","2524.99285908465","2562.37256349364","2571.28982140167","2596.18924356455","2626.12159445658","2711.16117262298","2826.57934147214","2863.93710387702","2823.97170199121","2852.54732650116","2917.75071551169","2951.61147194396","3007.35686301514","3087.16946495973","3159.60357227177","3190.86360783253","3236.03503152119","3290.455656945","3364.7775703792","3263.6692548658",
"Guam","GUM","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27807.6249937155","27954.3200147491","29699.7542043118","30720.8852506825","29553.463627129","29728.1357143986","30296.93299882","30392.5755390581","31040.0842955613","31015.3618714691","31617.7849350879","32067.0711322898","32522.0301589615","32619.568639808","32458.929517753","32482.1256166652","31900.566222749","32235.7652825319","",
"Guyana","GUY","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","2571.15162541599","2611.9668462332","2566.72721013961","2192.64013890535","2383.33176950432","2577.85596575503","2661.10887957702","2729.31103730104","2715.95935189896","2865.83171035157","2948.84762405629","3003.34455581178","2870.46135488786","2874.49717190885","3062.61236935273","3286.77356290108","3300.76018709281","3178.58174636343","3089.9478305416","3009.27669405033","3046.16566100905","3085.48853209675","2680.17126526144","2505.4870040608","2390.96010915391","2463.51894098865","2460.46844237259","2505.52768351256","2434.87638501673","2330.87382949608","2266.2897887333","2399.79796356007","2571.74275638696","2761.53023405574","2978.37645908603","3118.36187667426","3368.64286197507","3590.1831703726","3549.55455991087","3674.6237739041","3638.86700554917","3729.36721654219","3773.71872065095","3748.08387196378","3803.64239082921","3727.34069602905","3917.59889536329","4198.5252997178","4263.99179126288","4423.97720866917","4580.69913571388","4808.59604745641","5044.87384047201","5202.36697808431","5261.75632917967","5269.88377813742","5442.6620306698","5617.84196221176","5838.79122967885","6121.72152400476","8741.16082530405",
"High income","HIC","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","11839.687034128","12247.2498329239","12792.4124577018","13321.1519635697","14016.8358860621","14610.1177272598","15325.2703386199","15886.0260699543","16717.2711420009","17511.4881636839","17791.7659962196","18276.5585073635","19112.279573455","20135.3147548479","20162.565238913","19978.3359913178","20821.3332320211","21469.2859435714","22186.2103955237","22916.3168148702","23049.1582176269","23298.4895659606","23131.0789081134","23588.9507377937","24487.8860069719","25184.5779508745","25831.865024809","26545.8608319423","27640.5620572677","28527.2859849867","29224.4961793943","29452.3107101047","29881.6667269608","29984.8609812252","30697.0411214133","31310.1566430957","32033.1878236437","32899.4018541711","33582.5988179276","34459.3128586286","35631.259568659","35931.6200166634","36234.098563109","36788.3322266647","37747.8658359374","38554.5102108146","39461.6849115089","40243.5429465415","40064.7806769279","38454.8559151982","39341.1323642138","39877.6415588877","40151.8615352406","40497.1277975381","41083.3782243164","41820.6007880042","42299.0744200004","43091.7470003323","43840.3454182818","44360.2411285515","42130.5390398542",
"Hong Kong SAR, China","HKG","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","3380.63305121205","3703.50417976923","4142.30615401647","4392.25362738546","4904.80323452012","4948.82048744891","4902.69480204497","4962.75307121933","5438.16930783827","5796.19062685892","6086.24210686504","6604.26927756198","7208.95131124151","7153.36413510452","7053.54086586924","8091.39536916826","8910.589561026","9473.4850851508","10006.1990949684","10727.3500046578","11448.7564915877","11604.8972259465","12113.069488014","13190.9060176797","13148.7617247817","14421.7184822843","16190.2029319451","17421.2088638612","17634.2666615708","18251.0149546356","19132.3706634916","20155.3241594006","21040.6220090804","21813.8214670278","21893.7800789612","21835.1091431494","22758.3683739375","21241.5111533185","21566.9911588322","23015.9649259584","22975.1135385001","23252.5299157574","24010.5374004529","25896.7070044158","27688.7725721744","29446.2829765648","31081.5882187177","31553.64671073","30711.4887860529","32549.998231121","33888.494295209","34086.3254396751","35002.5414778329","35717.6897267361","36260.590813896","36818.5131509223","37929.4440311923","38698.6257299366","37762.7398632851","35587.5634863488",
"Honduras","HND","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","1095.99094294284","1085.5659619618","1116.59406393476","1124.71276866227","1152.70151101859","1221.53432296895","1250.5047838601","1287.08470293111","1332.19705932336","1301.88727275831","1309.8032575829","1322.46881009771","1357.91976583287","1421.92458145573","1363.02777506097","1350.56818766748","1447.45095867929","1549.29815144061","1591.75234646274","1629.882159323","1589.89759994795","1522.99821375584","1446.50630023816","1415.90915349396","1460.73696261437","1497.40218187304","1531.05478060393","1585.26318878947","1566.45286820895","1563.16981877459","1561.21659859837","1466.97463747536","1512.73187282902","1566.27644329965","1525.87818451221","1574.89692629789","1559.08011923671","1584.67205741142","1595.46186640709","1539.97096752965","1607.67944028063","1608.06865379939","1625.73713812114","1657.31252553156","1717.90223690812","1778.85078643578","1852.14026844352","1922.87416295996","1960.93922466572","1873.3929597551","1904.34715184132","1939.33885570748","1982.00950846405","2000.7917665591","2025.81645685833","2067.29275600354","2111.19339199491","2176.29447270214","2222.60957890961","2244.45031153546","2010.54489641962",
